timestamp,3cdaf029c87a002_write,3cdaf029c87a002_read,512e070e8eb32959_write,512e070e8eb32959_read,5b3ba363fb10d52f_write,5b3ba363fb10d52f_read,6181f76d6668aeb0_write,6181f76d6668aeb0_read,69948e3d245f62b7_write,69948e3d245f62b7_read,69f554c3f7f50a72_write,69f554c3f7f50a72_read,8861d1f6a0217629_write,8861d1f6a0217629_read,933ca51d2bb602b8_write,933ca51d2bb602b8_read,b92b49a4de72942d_write,b92b49a4de72942d_read
1760768076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768080,0,0,0,0,0,0,0,0,0,0,4,4,0,0,61,61,10,7
1760768084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768090,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,100,90
1760768092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768100,0,0,0,0,0,0,0,0,0,0,5,2,0,0,6,5,1,1
1760768102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1760768104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768110,0,0,0,0,0,0,0,0,0,0,21,16,0,0,85,105,3,6
1760768112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768120,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,10,6,5
1760768122,0,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0,31,34
1760768124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27
1760768126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768130,0,0,0,0,0,0,0,0,0,0,6,2,0,0,20,24,6,5
1760768132,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0,0,6,13
1760768134,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0
1760768136,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0
1760768138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768140,0,0,0,0,0,0,0,0,0,0,3,5,0,0,96,85,0,2
1760768142,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1760768144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768150,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,11,6,5
1760768152,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,28,37
1760768154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
1760768156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12
1760768158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768160,0,0,0,0,0,0,0,0,0,0,70,71,0,0,3,5,2,4
1760768162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,18
1760768164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768170,0,0,0,0,0,0,0,0,0,0,19,19,0,0,2,6,4,2
1760768174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,22,22
1760768176,0,0,0,0,0,0,0,0,0,0,10,14,0,0,14,25,0,0
1760768178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768180,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,80,83
1760768182,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,9,0,0
1760768184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768190,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,5,7,5
1760768192,0,0,0,0,0,0,0,0,0,0,14,26,0,0,21,20,0,0
1760768194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,100,0,1
1760768202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768210,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,11,6,5
1760768212,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,34,30
1760768214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
1760768218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768220,0,0,0,0,0,0,0,0,0,0,7,1,0,0,33,28,7,6
1760768222,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,1
1760768224,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,0
1760768226,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0
1760768228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768230,0,0,0,0,0,0,0,0,0,0,3,5,0,0,79,68,3,8
1760768232,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,6,7
1760768234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768236,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0
1760768238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768240,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,4,70,68
1760768242,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0
1760768244,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1760768246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768250,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,5,12,13
1760768252,0,0,0,0,0,0,0,0,0,0,16,24,0,0,26,13,0,0
1760768254,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0
1760768256,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0
1760768258,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1760768260,0,0,0,0,0,0,0,0,0,0,5,4,0,0,73,65,5,6
1760768262,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,18,7
1760768264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768270,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,7,4
1760768274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22
1760768276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6
1760768278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19
1760768280,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,19,4,7
1760768282,0,0,0,0,0,0,0,0,0,0,27,22,0,0,0,0,9,7
1760768284,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0
1760768286,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0
1760768288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768290,0,0,0,0,0,0,0,0,0,0,5,3,0,0,65,72,1,4
1760768292,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0
1760768296,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0
1760768298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768300,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,92,103
1760768302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768310,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,20,11
1760768312,0,0,0,0,0,0,0,0,0,0,20,19,0,0,1,0,0,0
1760768314,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0
1760768316,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,0,0,0
1760768318,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0
1760768320,0,0,0,0,0,0,0,0,0,0,3,5,0,0,88,97,1,2
1760768322,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
1760768324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768330,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,9,3,8
1760768332,0,0,0,0,0,0,0,0,0,0,12,8,0,0,1,0,23,21
1760768334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21
1760768336,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,21,16
1760768340,0,0,0,0,0,0,0,0,0,0,80,74,0,0,3,5,8,9
1760768342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768350,0,0,0,0,0,0,0,0,0,0,3,4,0,0,98,80,6,5
1760768352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1760768354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768362,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,87,104
1760768364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,7
1760768366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1760768370,0,0,0,0,0,0,0,0,0,0,4,4,0,0,16,18,7,4
1760768372,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0,0,1,2
1760768374,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0
1760768376,0,0,0,0,0,0,0,0,0,0,29,20,0,0,0,0,0,0
1760768378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768380,0,0,0,0,0,0,0,0,0,0,1,7,0,0,94,95,2,1
1760768382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768390,0,0,0,0,0,0,0,0,0,0,4,2,0,0,9,2,65,70
1760768392,0,0,0,0,0,0,0,0,0,0,17,22,0,0,3,4,0,0
1760768394,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1760768396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768400,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,6,8,3
1760768402,0,0,0,0,0,0,0,0,0,0,26,13,0,0,14,10,0,0
1760768404,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0
1760768406,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0
1760768408,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0
1760768410,0,0,0,0,0,0,0,0,0,0,5,3,0,0,67,73,7,3
1760768412,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,15,12
1760768414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768420,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,25,9,2
1760768422,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33,31
1760768424,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,34,25
1760768426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12
1760768432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0
1760768440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105,95,0,1
1760768442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100,98
1760768454,0,0,0,0,0,0,0,0,0,0,90,74,0,0,1,1,1,1
1760768456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768460,0,0,0,0,0,0,0,0,0,0,97,91,0,0,3,5,2,0
1760768462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1760768464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768470,0,0,0,0,0,0,0,0,0,0,15,18,0,0,3,5,1,5
1760768472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0
1760768480,0,0,0,0,0,0,0,0,0,0,2,4,0,0,29,25,77,75
1760768482,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0
1760768484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1760768486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768490,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,6,5,6
1760768492,0,0,0,0,0,0,0,0,0,0,27,21,0,0,0,0,16,12
1760768494,0,0,0,0,0,0,0,0,0,0,28,21,0,0,0,0,0,0
1760768496,0,0,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0,0
1760768498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768500,0,0,0,0,0,0,0,0,0,0,3,5,0,0,78,63,9,2
1760768502,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,7,13
1760768504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,1
1760768510,0,0,0,0,0,0,0,0,0,0,16,11,0,0,4,4,3,4
1760768512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,22,17
1760768514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18
1760768516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23
1760768518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
1760768520,0,0,0,0,0,0,0,0,0,0,105,92,0,0,1,0,2,1
1760768522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768530,0,0,0,0,0,0,0,0,0,0,4,4,0,0,87,77,6,5
1760768532,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,11
1760768534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768540,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,4,8,3
1760768542,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,32,32
1760768544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32
1760768546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768550,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,1
1760768552,0,0,0,0,0,0,0,0,0,0,27,21,0,0,0,0,0,0
1760768554,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,0
1760768556,0,0,0,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0
1760768558,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0
1760768560,0,0,0,0,0,0,0,0,0,0,4,4,0,0,82,81,6,5
1760768562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8
1760768564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768570,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,2,71,54
1760768572,0,0,0,0,0,0,0,0,0,0,20,19,0,0,7,6,0,0
1760768574,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
1760768576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768580,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,3,18,16
1760768582,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0
1760768584,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0
1760768586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768590,0,0,0,0,0,0,0,0,0,0,2,4,0,0,60,73,5,6
1760768592,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,14,13
1760768594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768600,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,5,7,5
1760768602,0,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,35,29
1760768604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1760768606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768610,0,0,0,0,0,0,0,0,0,0,77,91,0,0,7,1,4,2
1760768612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9
1760768614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768620,0,0,0,0,0,0,0,0,0,0,34,22,0,0,4,4,1,4
1760768624,0,0,0,0,0,0,0,0,0,0,10,8,0,0,34,27,0,0
1760768626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0
1760768628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768630,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,99,92
1760768632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1760768634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768640,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,8,10,10
1760768642,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,24,24
1760768644,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0
1760768646,0,0,0,0,0,0,0,0,0,0,27,21,0,0,0,0,0,0
1760768648,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0
1760768650,0,0,0,0,0,0,0,0,0,0,5,3,0,0,80,74,5,6
1760768652,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,6,6
1760768654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768660,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,0,0,0
1760768662,0,0,0,0,0,0,0,0,0,0,11,16,0,0,35,27,1,0
1760768664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1760768666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768670,0,0,0,0,0,0,0,0,0,0,3,5,0,0,85,86,1,0
1760768672,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0
1760768674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768680,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,6,5,6
1760768682,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,29,36
1760768684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36
1760768686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0
1760768688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768690,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,64,78
1760768692,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0
1760768694,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
1760768696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760768700,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,3,4,10
1760768702,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
1760768704,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,1
1760768706,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0
1760768708,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0
1760768710,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,5,9
1760768712,0,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0,0
1760768714,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0
1760768716,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0
1760768718,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0
1760768720,0,0,0,0,0,0,0,0,0,0,12,12,0,0,8,3,0,1
